"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000162458",5474.84658835047,-0.790956105258824,0.298202422739003,-2.6524134109772,0.0079918623369919,0.0341738671221127,"FBLIM1"
"ENSG00000233954",2672.71757230444,-0.204363423135977,0.11293445407023,-1.80957551721895,0.0703616394605314,0.1738818530135,"UQCRHL"
"ENSG00000065526",5691.15430194525,-0.266560365201771,0.0954262684329347,-2.79336465293211,0.00521628528788879,0.024656518811922,"SPEN"
"ENSG00000116809",760.318289125284,-0.136793975889038,0.180589320383933,-0.757486520233942,0.448758438688633,0.624331902899506,"ZBTB17"
"ENSG00000173641",18.9297302963764,-0.30330081685674,0.676873403650637,-0.448090906247643,0.654087590747446,0.789196335679904,"HSPB7"
"ENSG00000186510",6.32066617368742,-4.9235826327747,1.13187115580053,-4.34994973371545,1.36168742122722e-05,0.000217361797832452,"CLCNKA"
"ENSG00000184908",15.8920909040968,-7.45214152009599,1.20150282293954,-6.20235040469065,5.56260520926946e-10,3.79585771314014e-08,"CLCNKB"
"ENSG00000185519",1.20391143061477,1.01524011657471,2.95503541386973,0.343562757931627,0.731175136445675,0.842781402090264,"FAM131C"
"ENSG00000142627",7220.9625613127,-0.563157235608832,0.467081833151486,-1.20569286929682,0.227935935491754,0.398804210188582,"EPHA2"
"ENSG00000142632",163.543778203669,0.138071871306648,0.286226190272876,0.482387272719578,0.629530860638059,0.771010628695821,"ARHGEF19"
"ENSG00000037637",739.369110327267,-0.0478624346040945,0.150295118700567,-0.318456347870158,0.750138801710761,0.854367428057982,"FBXO42"
"ENSG00000187144",7.73489072407149,-0.436364305022527,0.977759777811564,-0.446289891366981,0.655387857244824,0.790151908482325,"SPATA21"
"ENSG00000157191",1909.10483715598,0.42559028010098,0.146884172411903,2.89745500221432,0.00376203701554902,0.0191149983114143,"NECAP2"
"ENSG00000290842",83.0312953604842,-0.491658274944167,0.358234669402348,-1.37244749583957,0.169924173050543,0.327014949191423,"CROCCP3"
"ENSG00000206652",6535.9366185313,-0.983412959373551,0.362355834919376,-2.71394266244494,0.00664876729083868,0.0296783749474124,"RNU1-1"
"ENSG00000219481",2953.82251061076,-2.44769226046924,0.316357421578423,-7.73711028575466,1.01701835055377e-14,2.23222146126151e-12,"NBPF1"
"ENSG00000291072",471.212711079193,-0.862581077138301,0.246972717284954,-3.49261686319411,0.000478312250552221,0.00376888363318923,"CROCCP2"
"ENSG00000207513",6207.881307644,-1.00905337186497,0.360868329992881,-2.79618156540606,0.00517103408603835,0.0244866017686956,"RNU1-3"
"ENSG00000207389",6271.08887970614,-1.01683933613184,0.350893455460626,-2.8978577978806,0.00375720901801352,0.0190962838602936,"RNU1-4"
"ENSG00000207005",6160.19929962498,-1.06048951537438,0.357313856550636,-2.9679495937043,0.00299793489495667,0.0159542885609666,"RNU1-2"
"ENSG00000058453",356.308334952237,-0.330118728296996,0.290176467927949,-1.13764817200465,0.255267423053723,0.429874443300706,"CROCC"
"ENSG00000117122",35.1871195999962,-0.300538018168978,1.23733962938308,-0.242890481345709,0.808090239590638,0.891694998122076,"MFAP2"
"ENSG00000159363",3308.37481041396,0.00156343240476748,0.259448773479455,0.00602597724321595,0.995191994892275,0.997764014112155,"ATP13A2"
"ENSG00000117118",2742.66884413519,-0.461865612408572,0.197510031063861,-2.33844129293482,0.0193643677659148,0.0665653480466847,"SDHB"
"ENSG00000117115",18409.9016757127,-3.86051688050289,0.546198968135076,-7.06796809537029,1.57218681160951e-12,2.22251255969985e-10,"PADI2"
"ENSG00000142623",48.5294039001902,-3.04238410647165,0.450925627383681,-6.74697538067174,1.50958877401443e-11,1.62460969931192e-09,"PADI1"
"ENSG00000142619",5.77518315650368,0.906644071507847,0.843845039327346,1.07442009996357,0.282634437789432,0.459649513187629,"PADI3"
"ENSG00000159339",26.3901792361616,2.74328477999115,1.06091862094833,2.58576362580854,0.00971635380679025,0.0396667885098062,"PADI4"
"ENSG00000179051",3683.66665352916,0.0161619648376281,0.151271123050941,0.106841044818485,0.914915084760678,0.957375402507352,"RCC2"
"ENSG00000074964",4406.47477266582,-0.841834236101955,0.243574881045128,-3.45616195105925,0.000547926007497449,0.00419841696420071,"ARHGEF10L"
"ENSG00000117148",14.7404115581685,-1.06069600900784,0.703150019805702,-1.50849175727952,0.131428714717517,0.273247096262802,"ACTL8"
"ENSG00000117154",66.8859978290607,-3.70832640615294,0.584973901936577,-6.33930230712241,2.3080796358969e-10,1.77424315236848e-08,"IGSF21"
"ENSG00000179023",109.810449244956,-0.0159305774181234,0.826231009445919,-0.0192810209687078,0.984616924188116,0.991949615760509,"KLHDC7A"
"ENSG00000009709",0.693033918358762,-2.13369376503832,3.08393602040678,-0.691873550851707,0.489016741875378,NA,"PAX7"
"ENSG00000159423",292.571370517609,1.11123486636866,0.208183477522839,5.33776685638635,9.40983482655711e-08,3.27011364045415e-06,"ALDH4A1"
"ENSG00000169991",1238.41686068675,0.744375585158797,0.37394490827776,1.99060227504391,0.046524629950188,0.128383350239717,"IFFO2"
"ENSG00000127481",11814.9598245519,-0.0557075027766718,0.175397144048453,-0.317607809858539,0.750782449265519,0.854788638531994,"UBR4"
"ENSG00000053372",756.853296534408,0.256307246162624,0.250173793832916,1.02451676586799,0.305591255946199,0.484559671144348,"MRTO4"
"ENSG00000211454",314.00969088389,-0.837270077129947,0.312640815832798,-2.67805748555148,0.00740505080893655,0.0322431878214227,"AKR7L"
"ENSG00000162482",1383.43120941538,-0.186908743546326,0.340739800047726,-0.548538044338076,0.583322513886846,0.737207580433856,"AKR7A3"
"ENSG00000053371",1317.0406627381,-0.347424115934335,0.184959481033956,-1.87837959964081,0.0603292542631764,0.155277316828274,"AKR7A2"
"ENSG00000077549",5193.06860410008,0.276560299392406,0.143689773836961,1.92470411781849,0.0542663850543239,0.143616939408405,"CAPZB"
"ENSG00000158747",11124.054706393,-0.0744858007393437,0.272565768386751,-0.273276432254155,0.784640730407537,0.876067169609019,"NBL1"
"ENSG00000158748",1.08844518190036,-0.820218684258415,1.85477620975417,-0.442219756725867,0.658330190819084,0.792500131232796,"HTR6"
"ENSG00000162542",1040.83348690451,0.00684514859852946,0.164621525746567,0.0415811271793671,0.96683261855733,0.983643321666058,"TMCO4"
"ENSG00000178828",969.72626321728,-0.0429434508423024,0.469400778039088,-0.0914856831335,0.927106681732708,0.962955576462223,"RNF186"
"ENSG00000169914",651.379816257541,-0.500876750504003,0.205622242195885,-2.43590744442348,0.0148544848370854,0.0545908044872044,"OTUD3"
"ENSG00000188257",8029.26428549873,1.68600584180165,0.581506465450735,2.89937591750557,0.00373906307022424,0.0190098479349011,"PLA2G2A"
"ENSG00000127472",1.00444674375958,-1.28367471050393,1.66912211356157,-0.769071777357753,0.441850701357219,0.617502643208761,"PLA2G5"
"ENSG00000117215",36.6689858880977,1.32679873110005,0.719214730965413,1.84478803613918,0.0650683784555217,0.1641321066107,"PLA2G2D"
"ENSG00000158786",7.73843877663516,-3.13370575672484,1.25639927447579,-2.49419577071335,0.0126242894939301,0.0483771589819085,"PLA2G2F"
"ENSG00000162543",243.306224064962,0.0890139074909302,0.324805015758152,0.274053364856931,0.784043611665184,0.875879419112439,"UBXN10"
"ENSG00000158816",17.3816784772757,-3.53726685189431,1.13560171878964,-3.11488331988828,0.00184017685716555,0.0108631856696654,"VWA5B1"
"ENSG00000162545",3400.28873099273,-1.63089596346218,0.385830284685655,-4.22697758106499,2.36851255563027e-05,0.000341049405526022,"CAMK2N1"
"ENSG00000090432",1254.95246040974,-0.273024426978373,0.236287474064424,-1.15547566818516,0.247895691021924,0.421738706979776,"MUL1"
"ENSG00000158825",1143.07779593578,0.499227969053521,0.549354819897152,0.908753233742419,0.363480397455131,0.543007031161477,"CDA"
"ENSG00000158828",4017.61552697659,-0.748476393477405,0.305975140272393,-2.44620001746246,0.0144370882881867,0.0534454216012522,"PINK1"
"ENSG00000244038",9483.29682844088,0.465303814150847,0.190711482240546,2.4398311453736,0.0146941283989088,0.0541565965139634,"DDOST"
"ENSG00000117245",15.1593299756576,0.997857152399354,1.45628885330453,0.685205514095006,0.493214244798763,0.663813685451684,"KIF17"
"ENSG00000189410",3.8388835865995,-1.0365571330809,1.36800026752167,-0.757717054367813,0.448620387113245,0.624265864616237,"SH2D5"
"ENSG00000127483",5209.68896134914,-0.118435649681949,0.125457215508595,-0.944032188199125,0.345153199923065,0.524840522143723,"HP1BP3"
"ENSG00000075151",5117.36540189577,-0.437225999247683,0.200289641879878,-2.18296860059246,0.0290381224175375,0.0900626442414026,"EIF4G3"
"ENSG00000221808",1.59094318385002,-0.0359735522322283,1.36429530874951,-0.0263678633222018,0.978963926586945,0.98928316831628,"MIR1256"
